Organization Code,Organization Name,School Code,School Name,TOTAL,PCT_AmInd,PCT_Asian,PCT_Black,PCT_hisp,PCT_White,PCT_PI,PCT_2ormore,,,Created 11-5-12
0470,ST VRAIN VALLEY RE 1J,5288,LONGS PEAK MIDDLE SCHOOL,419,0.019093079,0.009546539,0.009546539,0.570405728,0.38424821,0.002386635,0.00477327,,,
0470,ST VRAIN VALLEY RE 1J,5364,LYONS ELEMENTARY SCHOOL,307,0.003257329,0.035830619,0.016286645,0.091205212,0.850162866,0,0.003257329,,,
0470,ST VRAIN VALLEY RE 1J,5368,LYONS MIDDLE/SENIOR HIGH SCHOOL,440,0.002272727,0.025,0.002272727,0.077272727,0.884090909,0,0.009090909,,,
0470,ST VRAIN VALLEY RE 1J,5722,MEAD HIGH SCHOOL,667,0.002998501,0.017991004,0.007496252,0.149925037,0.814092954,0.005997001,0.00149925,,,
0470,ST VRAIN VALLEY RE 1J,5726,MEAD ELEMENTARY SCHOOL,496,0.002016129,0.018145161,0.004032258,0.155241935,0.816532258,0.002016129,0.002016129,,,
0470,ST VRAIN VALLEY RE 1J,5730,MEAD MIDDLE SCHOOL,398,0.002512563,0.022613065,0.005025126,0.135678392,0.826633166,0.005025126,0.002512563,,,
0470,ST VRAIN VALLEY RE 1J,6156,MOUNTAIN VIEW ELEMENTARY SCHOOL,391,0.010230179,0.023017903,0.007672634,0.491048593,0.447570332,0,0.020460358,,,
0470,ST VRAIN VALLEY RE 1J,6274,NIWOT ELEMENTARY SCHOOL,477,0,0.048218029,0.016771488,0.054507338,0.878406709,0,0.002096436,,,
0470,ST VRAIN VALLEY RE 1J,6276,NIWOT HIGH SCHOOL,1295,0.002316602,0.061003861,0.007722008,0.193822394,0.718918919,0.006177606,0.01003861,,,
0470,ST VRAIN VALLEY RE 1J,6344,HERITAGE MIDDLE SCHOOL,413,0.007263923,0.00968523,0.014527845,0.748184019,0.210653753,0.004842615,0.004842615,,,
0470,ST VRAIN VALLEY RE 1J,6404,NORTHRIDGE ELEMENTARY SCHOOL,369,0.002710027,0,0,0.818428184,0.176151762,0,0.002710027,,,
0470,ST VRAIN VALLEY RE 1J,6498,OLDE COLUMBINE HIGH SCHOOL,93,0.021505376,0,0.043010753,0.376344086,0.559139785,0,0,,,
0470,ST VRAIN VALLEY RE 1J,6499,ADULT EDUCATION/LINCOLN CENTER,170,0.023529412,0.005882353,0.023529412,0.470588235,0.470588235,0,0.005882353,,,
0470,ST VRAIN VALLEY RE 1J,7157,PRAIRIE RIDGE ELEMENTARY SCHOOL,452,0,0.011061947,0.019911504,0.146017699,0.82079646,0,0.002212389,,,
0470,ST VRAIN VALLEY RE 1J,7464,ROCKY MOUNTAIN ELEMENTARY SCHOOL,428,0.002336449,0.007009346,0.007009346,0.918224299,0.060747664,0,0.004672897,,,
0470,ST VRAIN VALLEY RE 1J,7565,ST. VRAIN COMMUNITY MONTOSSORI SCHOOL,152,0,0.078947368,0,0.065789474,0.842105263,0,0.013157895,,,
0470,ST VRAIN VALLEY RE 1J,7584,SANBORN ELEMENTARY SCHOOL,431,0.020881671,0.034802784,0.011600928,0.250580046,0.675174014,0,0.006960557,,,
0470,ST VRAIN VALLEY RE 1J,7789,SILVER CREEK HIGH SCHOOL,1036,0.007722008,0.031853282,0.014478764,0.152509653,0.77992278,0.000965251,0.012548263,,,
0470,ST VRAIN VALLEY RE 1J,7839,ST. VRAIN GLOBAL ONLINE ACADEMY,65,0,0.030769231,0.015384615,0.246153846,0.707692308,0,0,,,
0470,ST VRAIN VALLEY RE 1J,7954,SKYLINE HIGH SCHOOL,1234,0.008103728,0.035656402,0.015397083,0.501620746,0.436790924,0.001620746,0.000810373,,,
0470,ST VRAIN VALLEY RE 1J,8140,SPANGLER ELEMENTARY SCHOOL,398,0.002512563,0,0.002512563,0.894472362,0.090452261,0,0.010050251,,,
0470,ST VRAIN VALLEY RE 1J,8903,TRAIL RIDGE MIDDLE SCHOOL,649,0.00770416,0.021571649,0.012326656,0.437596302,0.514637904,0.001540832,0.004622496,,,
0470,ST VRAIN VALLEY RE 1J,8927,TWIN PEAKS CHARTER ACADEMY,937,0.007470651,0.134471718,0.017075774,0.197438634,0.601921025,0.006403415,0.035218783,,,
0470,ST VRAIN VALLEY RE 1J,9430,WESTVIEW MIDDLE SCHOOL,619,0.004846527,0.035541195,0.009693053,0.172859451,0.757673667,0,0.019386107,,,
0480,BOULDER VALLEY RE 2,0125,ARAPAHOE RIDGE HIGH SCHOOL,210,0.023809524,0.014285714,0.00952381,0.533333333,0.4,0,0.019047619,,,
0480,BOULDER VALLEY RE 2,0441,ASPEN CREEK K-8 SCHOOL,937,0.001067236,0.042689434,0.011739594,0.114194237,0.7886873,0,0.041622199,,,
0480,BOULDER VALLEY RE 2,0652,BEAR CREEK ELEMENTARY SCHOOL,378,0.002645503,0.103174603,0.005291005,0.074074074,0.716931217,0.002645503,0.095238095,,,
0480,BOULDER VALLEY RE 2,0872,BIRCH ELEMENTARY SCHOOL,404,0.01980198,0.027227723,0.00990099,0.232673267,0.641089109,0,0.069306931,,,
0480,BOULDER VALLEY RE 2,0919,BOULDER COMMUNITY SCHOOL/INTEGRATED STUDIES,296,0,0.037162162,0.003378378,0.074324324,0.841216216,0.003378378,0.040540541,,,
0480,BOULDER VALLEY RE 2,0924,BOULDER HIGH SCHOOL,1795,0.001671309,0.051253482,0.013927577,0.162116992,0.734818942,0,0.036211699,,,
0480,BOULDER VALLEY RE 2,0930,BOULDER UNIVERSAL,125,0,0.032,0.008,0.128,0.8,0,0.032,,,
0480,BOULDER VALLEY RE 2,0934,BOULDER PREP CHARTER HIGH SCHOOL,126,0.063492063,0.007936508,0.023809524,0.420634921,0.420634921,0,0.063492063,,,
0480,BOULDER VALLEY RE 2,1066,BROOMFIELD HEIGHTS MIDDLE SCHOOL,561,0.005347594,0.057040998,0.005347594,0.192513369,0.705882353,0.001782531,0.032085561,,,
0480,BOULDER VALLEY RE 2,1070,BROOMFIELD HIGH SCHOOL,1337,0.005983545,0.043380703,0.007479432,0.110695587,0.797307405,0.000747943,0.034405385,,,
0480,BOULDER VALLEY RE 2,1136,MANHATTAN MIDDLE SCHOOL OF THE ARTS AND ACADEMICS,466,0.012875536,0.0472103,0.012875536,0.227467811,0.652360515,0.004291845,0.042918455,,,
0480,BOULDER VALLEY RE 2,1352,CASEY MIDDLE SCHOOL,546,0.003663004,0.014652015,0.012820513,0.34981685,0.576923077,0,0.042124542,,,
0480,BOULDER VALLEY RE 2,1380,CENTAURUS HIGH SCHOOL,1017,0.007866273,0.032448378,0.006882989,0.286135693,0.628318584,0,0.038348083,,,
0480,BOULDER VALLEY RE 2,1390,CENTENNIAL MIDDLE SCHOOL,554,0.005415162,0.039711191,0.005415162,0.250902527,0.646209386,0,0.05234657,,,
0480,BOULDER VALLEY RE 2,1725,COAL CREEK ELEMENTARY SCHOOL,468,0.002136752,0.034188034,0.004273504,0.070512821,0.824786325,0,0.064102564,,,
0480,BOULDER VALLEY RE 2,1842,COLUMBINE ELEMENTARY SCHOOL,459,0.010893246,0.041394336,0.017429194,0.690631808,0.222222222,0,0.017429194,,,
0480,BOULDER VALLEY RE 2,1883,COMMUNITY MONTESSORI SCHOOL,325,0.003076923,0.098461538,0.006153846,0.190769231,0.609230769,0,0.092307692,,,
0480,BOULDER VALLEY RE 2,1996,CREST VIEW ELEMENTARY SCHOOL,625,0.008,0.0624,0.0064,0.1968,0.6624,0,0.064,,,
0480,BOULDER VALLEY RE 2,2240,DOUGLASS ELEMENTARY SCHOOL,433,0,0.041570439,0,0.050808314,0.838337182,0,0.069284065,,,
0480,BOULDER VALLEY RE 2,2552,EISENHOWER ELEMENTARY SCHOOL,453,0.006622517,0.072847682,0.004415011,0.154525386,0.693156733,0,0.068432671,,,
0480,BOULDER VALLEY RE 2,2589,ELDORADO K-8 SCHOOL,972,0.00308642,0.137860082,0.00617284,0.072016461,0.725308642,0,0.055555556,,,
0480,BOULDER VALLEY RE 2,2702,EMERALD ELEMENTARY SCHOOL,353,0.002832861,0.076487252,0.002832861,0.481586402,0.390934844,0.005665722,0.039660057,,,
0480,BOULDER VALLEY RE 2,2892,FAIRVIEW HIGH SCHOOL,2073,0.004823927,0.104196816,0.005788712,0.074288471,0.767969127,0,0.042932947,,,
0480,BOULDER VALLEY RE 2,2940,FIRESIDE ELEMENTARY SCHOOL,479,0.002087683,0.110647182,0.002087683,0.123173278,0.711899791,0.004175365,0.045929019,,,
0480,BOULDER VALLEY RE 2,2970,FLATIRONS ELEMENTARY SCHOOL,313,0,0.03514377,0.015974441,0.047923323,0.830670927,0,0.07028754,,,
0480,BOULDER VALLEY RE 2,3022,FOOTHILL ELEMENTARY SCHOOL,584,0.003424658,0.025684932,0.001712329,0.109589041,0.792808219,0,0.066780822,,,
0480,BOULDER VALLEY RE 2,3488,GOLD HILL ELEMENTARY SCHOOL,26,0,0.076923077,0,0.076923077,0.769230769,0,0.076923077,,,
0480,BOULDER VALLEY RE 2,3499,HALCYON SCHOOL (SPECIAL EDUCATION),21,0.047619048,0,0.047619048,0.333333333,0.476190476,0,0.095238095,,,
0480,BOULDER VALLEY RE 2,3882,HEATHERWOOD ELEMENTARY SCHOOL,395,0.005063291,0.050632911,0.010126582,0.078481013,0.8,0.002531646,0.053164557,,,
0480,BOULDER VALLEY RE 2,3940,HIGH PEAKS ELEMENTARY SCHOOL,313,0,0.121405751,0.006389776,0.124600639,0.690095847,0.003194888,0.054313099,,,
0480,BOULDER VALLEY RE 2,4386,JAMESTOWN ELEMENTARY SCHOOL,21,0,0.047619048,0,0,0.952380952,0,0,,,
0480,BOULDER VALLEY RE 2,4496,JUSTICE HIGH CHARTER SCHOOL,98,0,0.010204082,0.051020408,0.724489796,0.204081633,0,0.010204082,,,
0480,BOULDER VALLEY RE 2,4792,KOHL ELEMENTARY SCHOOL,482,0.006224066,0.053941909,0.002074689,0.122406639,0.778008299,0,0.037344398,,,
0480,BOULDER VALLEY RE 2,4874,LAFAYETTE ELEMENTARY SCHOOL,616,0.001623377,0.037337662,0.012987013,0.173701299,0.722402597,0,0.051948052,,,
0480,BOULDER VALLEY RE 2,4878,ANGEVINE MIDDLE SCHOOL,587,0.015332198,0.037478705,0.001703578,0.386712095,0.512776831,0.001703578,0.044293015,,,
0480,BOULDER VALLEY RE 2,5302,LOUISVILLE ELEMENTARY SCHOOL,548,0.005474453,0.032846715,0.009124088,0.102189781,0.813868613,0,0.03649635,,,
0480,BOULDER VALLEY RE 2,5306,LOUISVILLE MIDDLE SCHOOL,623,0.001605136,0.024077047,0.004815409,0.11717496,0.804173355,0,0.048154093,,,
0480,BOULDER VALLEY RE 2,5606,CREEKSIDE ELEMENTARY SCHOOL AT MARTIN PARK,367,0.005449591,0.065395095,0.027247956,0.354223433,0.504087193,0,0.04359673,,,
0480,BOULDER VALLEY RE 2,5838,MESA ELEMENTARY SCHOOL,371,0.005390836,0.051212938,0,0.029649596,0.865229111,0,0.04851752,,,
0480,BOULDER VALLEY RE 2,5999,MONARCH HIGH SCHOOL,1522,0.001971091,0.051248357,0.009198423,0.078186597,0.809461235,0.00131406,0.048620237,,,
0480,BOULDER VALLEY RE 2,6000,MONARCH K-8 SCHOOL,840,0.002380952,0.10952381,0.008333333,0.09047619,0.721428571,0,0.067857143,,,
0480,BOULDER VALLEY RE 2,6195,NEW VISTA HIGH SCHOOL,311,0.006430868,0.009646302,0.003215434,0.131832797,0.797427653,0,0.051446945,,,
0480,BOULDER VALLEY RE 2,6208,NEDERLAND ELEMENTARY SCHOOL,286,0.003496503,0.020979021,0.003496503,0.041958042,0.867132867,0,0.062937063,,,
0480,BOULDER VALLEY RE 2,6212,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,323,0.015479876,0.027863777,0.003095975,0.068111455,0.848297214,0.003095975,0.034055728,,,
0480,BOULDER VALLEY RE 2,6224,NEVIN PLATT MIDDLE SCHOOL,502,0.001992032,0.025896414,0.001992032,0.079681275,0.832669323,0,0.057768924,,,
0480,BOULDER VALLEY RE 2,6642,HORIZONS K-8 SCHOOL,332,0,0.057228916,0.009036145,0.027108434,0.88253012,0,0.024096386,,,
0480,BOULDER VALLEY RE 2,6816,PEAK TO PEAK CHARTER SCHOOL,1446,0.002766252,0.102351314,0.007607192,0.089903181,0.751728907,0.002074689,0.043568465,,,
0480,BOULDER VALLEY RE 2,6962,PIONEER BILINGUAL ELEMENTARY SCHOOL,443,0.004514673,0,0.002257336,0.616252822,0.356659142,0,0.020316027,,,
0480,BOULDER VALLEY RE 2,7528,RYAN ELEMENTARY SCHOOL,450,0.002222222,0.044444444,0.008888889,0.235555556,0.684444444,0.002222222,0.022222222,,,
0480,BOULDER VALLEY RE 2,7592,SANCHEZ ELEMENTARY SCHOOL,332,0.009036145,0.018072289,0.009036145,0.671686747,0.256024096,0,0.036144578,,,
0480,BOULDER VALLEY RE 2,8135,SOUTHERN HILLS MIDDLE SCHOOL,535,0.005607477,0.061682243,0.001869159,0.076635514,0.794392523,0,0.059813084,,,
0480,BOULDER VALLEY RE 2,8387,SUMMIT MIDDLE CHARTER SCHOOL,334,0,0.158682635,0.008982036,0.041916168,0.718562874,0,0.071856287,,,
0480,BOULDER VALLEY RE 2,8418,SUPERIOR ELEMENTARY SCHOOL,573,0.001745201,0.108202443,0,0.047120419,0.767888307,0,0.07504363,,,
0480,BOULDER VALLEY RE 2,8978,UNIVERSITY HILL ELEMENTARY SCHOOL,400,0.0025,0.0025,0.0075,0.6475,0.3125,0,0.0275,,,
0480,BOULDER VALLEY RE 2,9544,WHITTIER ELEMENTARY SCHOOL,394,0.002538071,0.063451777,0.030456853,0.276649746,0.588832487,0.005076142,0.032994924,,,
0490,BUENA VISTA R-31,1130,BUENA VISTA HIGH SCHOOL,294,0.006802721,0.003401361,0.010204082,0.119047619,0.843537415,0,0.017006803,,,
0490,BUENA VISTA R-31,1132,HARRY L MC GINNIS MIDDLE SCHOOL,208,0.033653846,0.014423077,0,0.096153846,0.841346154,0,0.014423077,,,
0490,BUENA VISTA R-31,1154,BUENA VISTA ONLINE ACADEMY,11,0,0,0,0,1,0,0,,,
0490,BUENA VISTA R-31,1508,CHAFFEE COUNTY HIGH SCHOOL,39,0.025641026,0,0.025641026,0.128205128,0.794871795,0.025641026,0,,,
0490,BUENA VISTA R-31,4306,AVERY/PARSONS ELEMENTARY SCHOOL,461,0.002169197,0.006507592,0.006507592,0.082429501,0.874186551,0,0.028199566,,,
0500,SALIDA R-32,1554,CREST ACADEMY,27,0,0,0,0,0.962962963,0,0.037037037,,,
0500,SALIDA R-32,4085,HORIZONS EXPLORATORY ACADEMY,23,0.043478261,0,0,0.130434783,0.782608696,0.043478261,0,,,
0500,SALIDA R-32,4680,SALIDA MIDDLE SCHOOL,335,0,0.008955224,0,0.16119403,0.808955224,0,0.020895522,,,
0500,SALIDA R-32,5268,LONGFELLOW ELEMENTARY SCHOOL,387,0.012919897,0.010335917,0,0.167958656,0.782945736,0,0.025839793,,,
0500,SALIDA R-32,7568,SALIDA HIGH SCHOOL,283,0.007067138,0.007067138,0,0.113074205,0.844522968,0.007067138,0.021201413,,,
0500,SALIDA R-32,7643,SALIDA EARLY CHILDHOOD CENTER,47,0,0,0,0.276595745,0.659574468,0,0.063829787,,,
0510,KIT CARSON R-1,4738,KIT CARSON ELEMENTARY SCHOOL,64,0,0.015625,0,0.109375,0.875,0,0,,,
0510,KIT CARSON R-1,4742,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,56,0,0,0,0.142857143,0.857142857,0,0,,,
0520,CHEYENNE COUNTY RE-5,1608,CHEYENNE WELLS ELEMENTARY SCHOOL,110,0,0,0,0.263636364,0.736363636,0,0,,,
0520,CHEYENNE COUNTY RE-5,1610,CHEYENNE WELLS MIDDLE SCHOOL,43,0,0,0,0.139534884,0.860465116,0,0,,,
0520,CHEYENNE COUNTY RE-5,1612,CHEYENNE WELLS HIGH SCHOOL,53,0,0,0,0.20754717,0.79245283,0,0,,,
0540,CLEAR CREEK RE-1,1660,CLEAR CREEK MIDDLE SCHOOL,119,0.016806723,0.008403361,0.008403361,0.109243697,0.831932773,0,0.025210084,,,
0540,CLEAR CREEK RE-1,3385,GEORGETOWN COMMUNITY SCHOOL,124,0,0,0.008064516,0.112903226,0.846774194,0,0.032258065,,,
0540,CLEAR CREEK RE-1,4212,CARLSON ELEMENTARY SCHOOL,261,0.026819923,0.022988506,0,0.16091954,0.762452107,0.003831418,0.022988506,,,
0540,CLEAR CREEK RE-1,4216,CLEAR CREEK HIGH SCHOOL,253,0.019762846,0.003952569,0.035573123,0.134387352,0.778656126,0.003952569,0.023715415,,,
0540,CLEAR CREEK RE-1,4700,KING-MURPHY ELEMENTARY SCHOOL,236,0.016949153,0.008474576,0,0.033898305,0.898305085,0.004237288,0.038135593,,,
0550,NORTH CONEJOS RE-1J,1276,CENTAURI MIDDLE SCHOOL,241,0.004149378,0,0.004149378,0.647302905,0.331950207,0,0.012448133,,,
0550,NORTH CONEJOS RE-1J,1378,CENTAURI HIGH SCHOOL,266,0,0.007518797,0,0.545112782,0.417293233,0,0.030075188,,,
0550,NORTH CONEJOS RE-1J,4836,LA JARA ELEMENTARY SCHOOL,198,0,0,0,0.616161616,0.378787879,0,0.005050505,,,
0550,NORTH CONEJOS RE-1J,4837,LA JARA SECOND CHANCE SCHOOL,58,0.017241379,0,0.017241379,0.74137931,0.224137931,0,0,,,
0550,NORTH CONEJOS RE-1J,5422,MANASSA ELEMENTARY SCHOOL,229,0.013100437,0,0.017467249,0.502183406,0.454148472,0.013100437,0,,,
0560,SANFORD 6J,7612,SANFORD ELEMENTARY SCHOOL,212,0,0,0,0.273584906,0.716981132,0,0.009433962,,,
0560,SANFORD 6J,7616,SANFORD JUNIOR/SENIOR HIGH SCHOOL,142,0,0.014084507,0,0.26056338,0.704225352,0,0.021126761,,,
0580,SOUTH CONEJOS RE-10,0248,GUADALUPE ELEMENTARY SCHOOL,131,0.015267176,0,0,0.86259542,0.122137405,0,0,,,
0580,SOUTH CONEJOS RE-10,0250,ANTONITO JUNIOR HIGH SCHOOL,20,0,0,0,1,0,0,0,,,
0580,SOUTH CONEJOS RE-10,0252,ANTONITO HIGH SCHOOL,73,0,0,0,0.890410959,0.082191781,0,0.02739726,,,
0640,CENTENNIAL R-1,1396,CENTENNIAL JUNIOR HIGH SCHOOL,35,0,0,0,0.828571429,0.171428571,0,0,,,
0640,CENTENNIAL R-1,1398,CENTENNIAL HIGH SCHOOL,74,0.013513514,0,0,0.945945946,0.040540541,0,0,,,
0640,CENTENNIAL R-1,7588,CENTENNIAL ELEMENTARY SCHOOL,139,0,0,0,0.884892086,0.107913669,0,0.007194245,,,
0740,SIERRA GRANDE R-30,7876,SIERRA GRANDE ELEMENTARY SCHOOL,114,0.00877193,0,0.00877193,0.780701754,0.175438596,0,0.026315789,,,
0740,SIERRA GRANDE R-30,7878,SIERRA GRANDE MIDDLE SCHOOL,63,0,0,0,0.73015873,0.238095238,0,0.031746032,,,
0740,SIERRA GRANDE R-30,7880,SIERRA GRANDE SENIOR HIGH SCHOOL,91,0.010989011,0.043956044,0,0.758241758,0.142857143,0,0.043956044,,,
0770,CROWLEY COUNTY RE-1-J,2050,CROWLEY COUNTY ELEMENTARY SCHOOL,202,0.108910891,0,0,0.217821782,0.628712871,0,0.044554455,,,
0770,CROWLEY COUNTY RE-1-J,2054,CROWLEY COUNTY WARD MIDDLE SCHOOL,138,0.014492754,0,0.007246377,0.239130435,0.688405797,0,0.050724638,,,
0770,CROWLEY COUNTY RE-1-J,2058,CROWLEY COUNTY HIGH SCHOOL,139,0,0,0.007194245,0.273381295,0.690647482,0,0.028776978,,,
0860,CUSTER COUNTY SCHOOL DISTRICT C-1,2088,CUSTER COUNTY ELEMENTARY SCHOOL,176,0,0.022727273,0,0.034090909,0.903409091,0,0.039772727,,,
0860,CUSTER COUNTY SCHOOL DISTRICT C-1,2091,CUSTER MIDDLE SCHOOL,96,0,0.020833333,0.010416667,0.041666667,0.927083333,0,0,,,
0860,CUSTER COUNTY SCHOOL DISTRICT C-1,2092,CUSTER COUNTY HIGH SCHOOL,171,0.01754386,0.005847953,0.01754386,0.040935673,0.888888889,0,0.029239766,,,
0870,DELTA COUNTY 50(J),0489,BACKPACK EARLY LEARNING ACADEMY,184,0,0.010869565,0.005434783,0.369565217,0.60326087,0.010869565,0,,,
0870,DELTA COUNTY 50(J),1372,CEDAREDGE HIGH SCHOOL,259,0.011583012,0.003861004,0,0.104247104,0.857142857,0,0.023166023,,,
0870,DELTA COUNTY 50(J),1375,CEDAREDGE MIDDLE SCHOOL,221,0.013574661,0.004524887,0,0.067873303,0.909502262,0,0.004524887,,,
0870,DELTA COUNTY 50(J),1952,CRAWFORD ELEMENTARY SCHOOL,90,0,0.011111111,0,0.088888889,0.833333333,0,0.066666667,,,
0870,DELTA COUNTY 50(J),2152,DELTA ACADEMY OF APPLIED LEARNING,26,0,0,0.038461538,0.230769231,0.730769231,0,0,,,
0870,DELTA COUNTY 50(J),2155,DELTA COUNTY OPPORTUNITY SCHOOL,91,0.032967033,0,0,0.318681319,0.626373626,0,0.021978022,,,
0870,DELTA COUNTY 50(J),2160,DELTA MIDDLE SCHOOL,445,0.017977528,0.011235955,0.002247191,0.33258427,0.620224719,0,0.015730337,,,
0870,DELTA COUNTY 50(J),2164,DELTA HIGH SCHOOL,646,0.018575851,0.009287926,0.007739938,0.315789474,0.640866873,0,0.007739938,,,
0870,DELTA COUNTY 50(J),2166,DELTA VISION SCHOOL,305,0,0.032786885,0.006557377,0.055737705,0.875409836,0,0.029508197,,,
0870,DELTA COUNTY 50(J),2293,DELTA COUNTY VIRTUAL ACADEMY,14,0,0,0,0.357142857,0.642857143,0,0,,,
0870,DELTA COUNTY 50(J),3330,GARNET MESA ELEMENTARY SCHOOL,551,0.005444646,0.00907441,0.005444646,0.33938294,0.609800363,0.001814882,0.029038113,,,
0870,DELTA COUNTY 50(J),4124,HOTCHKISS ELEMENTARY SCHOOL,386,0,0.007772021,0.010362694,0.178756477,0.787564767,0,0.015544041,,,
0870,DELTA COUNTY 50(J),4128,HOTCHKISS HIGH SCHOOL,239,0.0041841,0.012552301,0,0.138075314,0.820083682,0.008368201,0.016736402,,,
0870,DELTA COUNTY 50(J),4182,CEDAREDGE ELEMENTARY SCHOOL,383,0.005221932,0,0.005221932,0.114882507,0.845953003,0.007832898,0.020887728,,,
0870,DELTA COUNTY 50(J),5154,LINCOLN ELEMENTARY SCHOOL,532,0.001879699,0.005639098,0.001879699,0.332706767,0.640977444,0,0.016917293,,,
0870,DELTA COUNTY 50(J),6298,NORTH FORK MONTESSORI SCHOOL,79,0,0.037974684,0,0.113924051,0.835443038,0,0.012658228,,,
0870,DELTA COUNTY 50(J),6700,PAONIA ELEMENTARY SCHOOL,247,0.004048583,0,0.016194332,0.125506073,0.842105263,0,0.012145749,,,
0870,DELTA COUNTY 50(J),6708,PAONIA HIGH SCHOOL,258,0.007751938,0.007751938,0,0.104651163,0.860465116,0,0.019379845,,,
0870,DELTA COUNTY 50(J),8419,SURFACE CREEK VISION SCHOOL,232,0.004310345,0.00862069,0.004310345,0.034482759,0.922413793,0,0.025862069,,,
0870,DELTA COUNTY 50(J),9146,NORTH FORK VISION SCHOOL,96,0.020833333,0,0,0.041666667,0.916666667,0,0.020833333,,,
0880,DENVER COUNTY 1,0006,COUNTY JAIL,27,0,0,0.333333333,0.481481481,0.185185185,0,0,,,
0880,DENVER COUNTY 1,0010,ABRAHAM LINCOLN HIGH SCHOOL,1903,0.007356805,0.02679979,0.009984235,0.913294798,0.037834997,0.001050972,0.003678403,,,
0880,DENVER COUNTY 1,0040,RIDGE VIEW ACADEMY CHARTER SCHOOL,287,0.017421603,0.013937282,0.212543554,0.411149826,0.341463415,0,0.003484321,,,
0880,DENVER COUNTY 1,0067,ACADEMY OF URBAN LEARNING,139,0.028776978,0,0.489208633,0.316546763,0.122302158,0,0.043165468,,,
0880,DENVER COUNTY 1,0220,AMESSE ELEMENTARY SCHOOL,583,0.005145798,0.003430532,0.241852487,0.684391081,0.034305317,0.001715266,0.02915952,,,
0880,DENVER COUNTY 1,0388,ASBURY ELEMENTARY SCHOOL,313,0.006389776,0.028753994,0.079872204,0.293929712,0.523961661,0.003194888,0.063897764,,,
0880,DENVER COUNTY 1,0408,VALDEZ ELEMENTARY SCHOOL,361,0.002770083,0.002770083,0.008310249,0.728531856,0.24099723,0,0.016620499,,,
0880,DENVER COUNTY 1,0418,ASHLEY ELEMENTARY SCHOOL,354,0.005649718,0.002824859,0.18079096,0.728813559,0.059322034,0,0.02259887,,,
0880,DENVER COUNTY 1,0520,BARNUM ELEMENTARY SCHOOL,489,0.00408998,0.008179959,0.010224949,0.932515337,0.040899796,0,0.00408998,,,
0880,DENVER COUNTY 1,0540,BARRETT ELEMENTARY SCHOOL,222,0.009009009,0.013513514,0.40990991,0.504504505,0.063063063,0,0,,,
0880,DENVER COUNTY 1,0650,BEACH COURT ELEMENTARY SCHOOL,363,0.008264463,0,0.008264463,0.936639118,0.041322314,0,0.005509642,,,
0880,DENVER COUNTY 1,0964,BRADLEY ELEMENTARY SCHOOL,521,0.001919386,0.024952015,0.126679463,0.291746641,0.497120921,0,0.057581574,,,
0880,DENVER COUNTY 1,1056,BROMWELL ELEMENTARY SCHOOL,319,0.003134796,0.028213166,0.021943574,0.12539185,0.780564263,0,0.040752351,,,
0880,DENVER COUNTY 1,1076,BROWN ELEMENTARY SCHOOL,494,0.028340081,0.048582996,0.010121457,0.451417004,0.423076923,0,0.038461538,,,
0880,DENVER COUNTY 1,1106,BRYANT WEBSTER K-8 SCHOOL,441,0.009070295,0.002267574,0.002267574,0.954648526,0.029478458,0,0.002267574,,,
0880,DENVER COUNTY 1,1295,COLLEGIATE PREPARATORY ACADEMY,104,0.009615385,0.009615385,0.375,0.567307692,0.028846154,0,0.009615385,,,
0880,DENVER COUNTY 1,1319,FRED N THOMAS CAREER EDUCATION CENTER,387,0.005167959,0.025839793,0.025839793,0.870801034,0.067183463,0,0.005167959,,,
0880,DENVER COUNTY 1,1324,CARSON ELEMENTARY SCHOOL,406,0,0.032019704,0.054187192,0.13546798,0.68226601,0,0.096059113,,,
0880,DENVER COUNTY 1,1345,CESAR CHAVEZ ACADEMY DENVER,438,0.00913242,0.00456621,0.00913242,0.878995434,0.091324201,0,0.006849315,,,
0880,DENVER COUNTY 1,1400,CENTENNIAL K-8 SCHOOL,530,0.016981132,0.020754717,0.030188679,0.732075472,0.186792453,0.001886792,0.011320755,,,
0880,DENVER COUNTY 1,1528,CHELTENHAM ELEMENTARY SCHOOL,539,0.009276438,0.005565863,0.06864564,0.836734694,0.057513915,0,0.022263451,,,
0880,DENVER COUNTY 1,1748,COLORADO HIGH SCHOOL,167,0.047904192,0,0.269461078,0.568862275,0.083832335,0,0.02994012,,,
0880,DENVER COUNTY 1,1774,COLFAX ELEMENTARY SCHOOL,420,0.021428571,0.007142857,0.05952381,0.811904762,0.076190476,0,0.023809524,,,
0880,DENVER COUNTY 1,1785,COLE ARTS AND SCIENCE ACADEMY,632,0.017405063,0.003164557,0.193037975,0.693037975,0.056962025,0.001582278,0.034810127,,,
0880,DENVER COUNTY 1,1788,COLLEGE VIEW ELEMENTARY SCHOOL,465,0.040860215,0.113978495,0.038709677,0.746236559,0.047311828,0.006451613,0.006451613,,,
0880,DENVER COUNTY 1,1816,COLUMBIAN ELEMENTARY SCHOOL,308,0.016233766,0.003246753,0.012987013,0.918831169,0.048701299,0,0,,,
0880,DENVER COUNTY 1,1846,COLUMBINE ELEMENTARY SCHOOL,288,0.013888889,0,0.440972222,0.444444444,0.072916667,0.006944444,0.020833333,,,
