Organization Code,School Code,Phone,School Name,Physical Address,Physical City,Physical State,Physical Zipcode,,Developed: 11-5-12
0140,4316,3033477900,NEWTON MIDDLE SCHOOL,4001 EAST ARAPAHOE ROAD,CENTENNIAL,CO,80122,,
0140,4447,3033477850,JOHN WESLEY POWELL MIDDLE SCHOOL,8000 SOUTH CORONA WAY,LITTLETON,CO,80122,,
0140,5224,3033477700,LITTLETON HIGH SCHOOL,199 EAST LITTLETON BLVD,LITTLETON,CO,80121,,
0140,5229,3037985252,LITTLETON ACADEMY,1200 WEST MINERAL AVENUE,LITTLETON,CO,80120,,
0140,5233,3037341995,LITTLETON PREP CHARTER SCHOOL,5151 SOUTH FEDERAL BOULEVARD SUITE 1,LITTLETON,CO,80123,,
0140,5236,3033474575,LOIS LENSKI ELEMENTARY SCHOOL,6350 SOUTH FAIRFAX WAY,CENTENNIAL,CO,80121,,
0140,5572,3033474550,HOPKINS ELEMENTARY SCHOOL,7171 SOUTH PENNSYLVANIA STREET,CENTENNIAL,CO,80122,,
0140,5574,3033474700,TWAIN ELEMENTARY SCHOOL,6901 SOUTH FRANKLIN STREET,CENTENNIAL,CO,80122,,
0140,6292,3033476980,VILLAGE AT NORTH,1907 WEST POWERS AVENUE,LITTLETON,CO,80120,,
0140,6814,3033474625,PEABODY ELEMENTARY SCHOOL,3128 EAST MAPLEWOOD AVENUE,CENTENNIAL,CO,80121,,
0140,7518,3033474650,RUNYON ELEMENTARY SCHOOL,7455 SOUTH ELATI STREET,LITTLETON,CO,80120,,
0140,7606,3033474675,SANDBURG ELEMENTARY SCHOOL,6900 SOUTH ELIZABETH STREET,CENTENNIAL,CO,80122,,
0140,8064,3033474600,MOODY ELEMENTARY SCHOOL,6390 SOUTH WINDERMERE STREET,LITTLETON,CO,80120,,
0140,9600,3033474750,WILDER ELEMENTARY SCHOOL,4300 WEST PONDS CIRCLE,LITTLETON,CO,80123,,
0170,2136,3037694421,DEER TRAIL ELEMENTARY SCHOOL,350 2ND AVENUE,DEER TRAIL,CO,80105,,
0170,2140,3037694421,DEER TRAIL JUNIOR-SENIOR HIGH SCHOOL,350 2ND AVENUE,DEER TRAIL,CO,80105,,
0180,0213,3033770758,AXL ACADEMY,14100 EAST JEWELL AVENUE,AURORA,CO,80012,,
0180,0214,3033403500,ALTURA ELEMENTARY SCHOOL,1650 ALTURA BLVD,AURORA,CO,80011,,
0180,0219,3033261111,APS ONLINE SCHOOL,11700 EAST 11TH AVENUE,AURORA,CO,80010,,
0180,0310,3037550323,ARKANSAS ELEMENTARY SCHOOL,17301 EAST ARKANSAS AVE,AURORA,CO,80017,,
0180,0458,3033675983,AURORA ACADEMY CHARTER SCHOOL,10251 EAST 1ST AVE,AURORA,CO,80010,,
0180,0464,3033417450,AURORA HILLS MIDDLE SCHOOL,1009 SOUTH UVALDA ST,AURORA,CO,80012,,
0180,0465,3036931995,AURORA FRONTIER K-8,3200 S JERICHO WAY,AURORA,CO,80013,,
0180,0914,3033646878,BOSTON K-8 SCHOOL,1365 JAMAICA STREET,AURORA,CO,80010,,
0180,1458,3033401600,AURORA CENTRAL HIGH SCHOOL,11700 EAST 11TH AVE,AURORA,CO,80010,,
0180,1470,3037454424,CENTURY ELEMENTARY SCHOOL,2500 SOUTH GRANBY WAY,AURORA,CO,80014,,
0180,1720,3033647918,CLYDE MILLER K-8,1701 ESPANA ST,AURORA,CO,80011,,
0180,1800,3036906570,COLUMBIA MIDDLE SCHOOL,17600 EAST COLUMBIA AVE,AURORA,CO,80013,,
0180,1948,3033403290,CRAWFORD ELEMENTARY SCHOOL,1600 FLORENCE ST,AURORA,CO,80010,,
0180,2095,3036937561,DALTON ELEMENTARY SCHOOL,17401 EAST DARTMOUTH AVE,AURORA,CO,80013,,
0180,2114,3036901155,DARTMOUTH ELEMENTARY SCHOOL,3050 SOUTH LAREDO ST,AURORA,CO,80013,,
0180,2384,3033400660,EAST MIDDLE SCHOOL,1275 FRASER ST,AURORA,CO,80011,,
0180,2618,3033403050,ELKHART ELEMENTARY SCHOOL,1020 EAGLE ST,AURORA,CO,80011,,
0180,2951,3033649371,AURORA PUBLIC SCHOOLS CHILD DEVELOPMENT CENTER,1420 LAREDO ST,AURORA,CO,80011,,
0180,2995,3033431707,FLETCHER INTERMEDIATE SCIENCE & TECHNOLOGY SCHOOL,10455 EAST 25TH AVENUE,AURORA,CO,80010,,
0180,2998,3033431707,FLETCHER PRIMARY SCHOOL,10455 EAST 25TH AVENUE,AURORA,CO,80010,,
0180,3272,3033648078,FULTON ELEMENTARY SCHOOL,755 FULTON ST,AURORA,CO,80010,,
0180,3354,3037557160,GATEWAY HIGH SCHOOL,1300 SOUTH SABLE BLVD,AURORA,CO,80012,,
0180,3471,3033096657,GLOBAL VILLAGE ACADEMY,403 SOUTH AIRPORT BLVD,AURORA,CO,80017,,
0180,4024,3033401500,HINKLEY HIGH SCHOOL,1250 CHAMBERS ROAD,AURORA,CO,80011,,
0180,4270,3037513660,IOWA ELEMENTARY SCHOOL,16701 EAST IOWA AVE,AURORA,CO,80017,,
0180,4385,3033648126,JAMAICA CHILD DEVELOPMENT CENTER,800 JAMAICA STREET,AURORA,CO,80011,,
0180,4426,3037518862,JEWELL ELEMENTARY SCHOOL,14601 EAST JEWELL AVE,AURORA,CO,80012,,
0180,4646,3033640947,KENTON ELEMENTARY SCHOOL,1255 KENTON ST,AURORA,CO,80010,,
0180,4970,3033648297,LANSING ELEMENTARY SCHOOL,551 LANSING ST,AURORA,CO,80010,,
0180,4973,3033660314,LAREDO ELEMENTARY SCHOOL,1350 LAREDO ST,AURORA,CO,80011,,
0180,5298,3033600052,LOTUS SCHOOL FOR EXCELLENCE,11001-A EAST ALAMEDA AVENUE,AURORA,CO,80012,,
0180,5361,3033648455,LYN KNOLL ELEMENTARY SCHOOL,12445 EAST 2ND AVE,AURORA,CO,80011,,
0180,5751,3034000863,MEADOWOOD CHILD DEVELOPMENT CENTER,3333 SOUTH NORFORK WAY,AURORA,CO,80013,,
0180,6068,3033648549,MONTVIEW MATH & HEALTH SCIENCES ELEMENTARY SCHOOL,2055 MOLINE ST,AURORA,CO,80010,,
0180,6160,3037502836,MRACHEK MIDDLE SCHOOL,1955 SOUTH TELLURIDE ST,AURORA,CO,80013,,
0180,6189,3033660579,MURPHY CREEK K-8 SCHOOL,1400 S OLD TOM MORRIS ROAD,AURORA,CO,80018,,
0180,6219,3033209854,NEW AMERICA SCHOOL,9125 E SEVENTH PLACE BUILDING 905,DENVER,CO,80230,,
0180,6310,3033647411,NORTH MIDDLE SCHOOL HEALTH SCIENCES AND TECHNOLOGY CAMPUS,12095 MONTVIEW BLVD,AURORA,CO,80010,,
0180,6546,3033400666,OPTIONS SCHOOL,11351 E. MONTVIEW BLVD,AURORA,CO,80010,,
0180,6728,3033411702,PARIS ELEMENTARY SCHOOL,1635 PARIS ST,AURORA,CO,80010,,
0180,6758,3033438313,PARK LANE ELEMENTARY SCHOOL,13001 EAST 30TH AVE,AURORA,CO,80011,,
0180,6869,3033400770,PEORIA ELEMENTARY SCHOOL,875 PEORIA ST,AURORA,CO,80011,,
0180,7232,3033433664,AURORA QUEST K-8,472 SOUTH WHEELING ST,AURORA,CO,80012,,
0180,7250,3036956848,RANGEVIEW HIGH SCHOOL,17599 EAST ILIFF AVE,AURORA,CO,80013,,
0180,7558,3033403140,SABLE ELEMENTARY SCHOOL,2601 SABLE BLVD,AURORA,CO,80011,,
0180,7865,3037551785,SIDE CREEK ELEMENTARY SCHOOL,19191 EAST ILIFF PL,AURORA,CO,80013,,
0180,7932,3033666019,SIXTH AVENUE ELEMENTARY SCHOOL,560 VAUGHN ST,AURORA,CO,80011,,
0180,8078,3033647623,SOUTH MIDDLE SCHOOL,12310 EAST PARKVIEW DR,AURORA,CO,80011,,
0180,8356,3033648715,WILLIAM SMITH HIGH SCHOOL,400 AIRPORT BLVD,AURORA,CO,80011,,
0180,8858,3036960944,TOLLGATE ELEMENTARY SCHOOL,701 SOUTH KALISPELL WAY,AURORA,CO,80017,,
0180,9056,3036912384,VANGUARD CLASSICAL SCHOOL,801 YOSEMITE STREET,DENVER,CO,80230,,
0180,9059,3037523772,VASSAR ELEMENTARY SCHOOL,18101 EAST VASSAR AVE,AURORA,CO,80013,,
0180,9060,3033668430,VAUGHN ELEMENTARY SCHOOL,1155 VAUGHN ST,AURORA,CO,80011,,
0180,9083,3033400859,VISTA PEAK P-8 EXPLORATORY,24551 EAST 1ST AVENUE,AURORA,CO,80018,,
0180,9125,3033400859,VISTA PEAK 9-12 PREPARATORY,24551 EAST 1ST AVENUE,AURORA,CO,80018,,
0180,9140,3033669594,VIRGINIA COURT ELEMENTARY SCHOOL,395 SOUTH TROY ST,AURORA,CO,80012,,
0180,9396,3033662671,AURORA WEST COLLEGE PREPARATORY ACADEMY,10100 EAST 13TH AVE,AURORA,CO,80010,,
0180,9514,3033448670,WHEELING ELEMENTARY SCHOOL,472 SOUTH WHEELING ST,AURORA,CO,80012,,
0180,9756,3037517470,YALE ELEMENTARY SCHOOL,16001 EAST YALE AVE,AURORA,CO,80013,,
0190,1168,3038225292,BYERS ELEMENTARY SCHOOL,444 EAST FRONT STREET,BYERS,CO,80103,,
0190,1176,3038225292,BYERS JUNIOR-SENIOR HIGH SCHOOL,444 EAST FRONT STREET,BYERS,CO,80103,,
0220,0064,9702642835,ARCHULETA COUNTY HIGH SCHOOL,4TH & LEWIS,PAGOSA SPRINGS,CO,81147,,
0220,6652,9702642229,PAGOSA SPRINGS ELEMENTARY SCHOOL,141 SOUTH 10TH STREET,PAGOSA SPRINGS,CO,81147,,
0220,6657,9702642794,PAGOSA SPRINGS MIDDLE SCHOOL,309 LEWIS STREET,PAGOSA SPRINGS,CO,81147,,
0220,6658,9702642231,PAGOSA SPRINGS HIGH SCHOOL,800 SOUTH 8TH STREET,PAGOSA SPRINGS,CO,81147,,
0230,9222,7193245400,WALSH ELEMENTARY SCHOOL,301 WEST POPLAR,WALSH,CO,81090,,
0230,9226,7193245221,WALSH HIGH SCHOOL,300 CALIFORNIA STREET,WALSH,CO,81090,,
0240,7174,7195234045,PRITCHETT ELEMENTARY SCHOOL,533 IRVING STREET,PRITCHETT,CO,81064,,
0240,7176,7195234045,PRITCHETT MIDDLE SCHOOL,533 IRVING STREET,PRITCHETT,CO,81064,,
0240,7180,7195234045,PRITCHETT HIGH SCHOOL,533 IRVING STREET,PRITCHETT,CO,81064,,
0250,8160,7195234391,SPRINGFIELD ELEMENTARY SCHOOL,389 TIPTON STREET,SPRINGFIELD,CO,81073,,
0250,8164,7195236522,SPRINGFIELD JUNIOR HIGH SCHOOL,389 TIPTON STREET,SPRINGFIELD,CO,81073,,
0250,8168,7195236522,SPRINGFIELD HIGH SCHOOL,389 TIPTON STREET,SPRINGFIELD,CO,81073,,
0260,9085,7195234952,V.I.L.A.S. ONLINE SCHOOL,202 COLLINGWOOD,VILAS,CO,81087,,
0260,9090,7195236738,VILAS ELEMENTARY SCHOOL,202 COLLINGWOOD,VILAS,CO,81087,,
0260,9100,7195236738,VILAS UNDIVIDED HIGH SCHOOL,202 COLLINGWOOD,VILAS,CO,81087,,
0270,1248,7197872226,CAMPO ELEMENTARY SCHOOL,480 MAPLE STREET,CAMPO,CO,81029,,
0270,1252,7197872226,CAMPO UNDIVIDED HIGH SCHOOL,480 MAPLE STREET,CAMPO,CO,81029,,
0290,1812,7194561862,LAS ANIMAS ELEMENTARY SCHOOL,530 POPLAR AVENUE,LAS ANIMAS,CO,81054,,
0290,4495,7194561990,JUMP START LEARNING CENTER,138 6TH STREET,LAS ANIMAS,CO,81054,,
0290,4986,7194560228,LAS ANIMAS MIDDLE SCHOOL,1021 2ND STREET,LAS ANIMAS,CO,81054,,
0290,4990,7194560211,LAS ANIMAS HIGH SCHOOL,300 GROVE AVENUE,LAS ANIMAS,CO,81054,,
0310,5666,7198294517,MC CLAVE ELEMENTARY SCHOOL,308 LINCOLN STREET,MC CLAVE,CO,81057,,
0310,5670,7198294517,MC CLAVE UNDIVIDED HIGH SCHOOL,308 LINCOLN STREET,MC CLAVE,CO,81057,,
0470,0060,7206528160,LEGACY ELEMENTARY SCHOOL,7701 EAGLE BOULEVARD,FREDERICK,CO,80504,,
0470,0061,7206528140,ALPINE ELEMENTARY SCHOOL,2005 ALPINE STREET,LONGMONT,CO,80501,,
0470,0071,7202426225,ASPEN RIDGE PREPATORY SCHOOL,705 AUSTIN AVENUE,ERIE,CO,80516,,
0470,0226,7204943980,ALTONA MIDDLE SCHOOL,4600 CLOVER BASIN DRIVE,LONGMONT,CO,80503,,
0470,0875,7208903995,BLACK ROCK ELEMENTARY,2000 MOUNTAIN VIEW BLVD,ERIE,CO,80516,,
0470,0878,7206528220,BLUE MOUNTAIN ELEMENTARY,1260 MOUNTAIN DRIVE,LONGMONT,CO,80503,,
0470,1148,3037768861,BURLINGTON ELEMENTARY SCHOOL,1051 S. PRATT PARKWAY,LONGMONT,CO,80501,,
0470,1245,7206528240,CENTENNIAL ELEMENTARY,10290 NEIGHBORS PARKWAY,FIRESTONE,CO,80504,,
0470,1284,3037749555,CARBON VALLEY ACADEMY,4040 CORIOLIS WAY,FREDERICK,CO,80530,,
0470,1434,3037763236,CENTRAL ELEMENTARY SCHOOL,1020 4TH AVENUE,LONGMONT,CO,80501,,
0470,1844,3037762840,COLUMBINE ELEMENTARY SCHOOL,111 LONGS PEAK AVENUE,LONGMONT,CO,80501,,
0470,2343,3034856073,EAGLE CREST ELEMENTARY SCHOOL,4444 CLOVER BASIN DRIVE,LONGMONT,CO,80503,,
0470,2758,3038283395,ERIE ELEMENTARY SCHOOL,4137 E COUNTY LINE RD.,ERIE,CO,80516,,
0470,2760,3038283391,ERIE MIDDLE SCHOOL,650 MAIN STREET,ERIE,CO,80516,,
0470,2761,3038284213,ERIE HIGH SCHOOL,3180 COUNTY ROAD 5,ERIE,CO,80516,,
0470,2912,7206527920,FALL RIVER ELEMENTARY SCHOOL,1400 DEERWOOD DRIVE,LONGMONT,CO,80501,,
0470,2964,3036517900,FLAGSTAFF CHARTER ACADEMY,1841 LEFT HAND CIRCLE,LONGMONT,CO,80501,,
0470,3192,3038332456,FREDERICK ELEMENTARY SCHOOL,555 8TH STREET,FREDERICK,CO,80530,,
0470,3194,3038334176,COAL RIDGE MIDDLE SCHOOL,6201 BOOTH DRIVE,FIRESTONE,CO,80504,,
0470,3196,3038333533,FREDERICK SENIOR HIGH SCHOOL,600 5TH STREET,FREDERICK,CO,80530,,
0470,4202,7206528021,HYGIENE ELEMENTARY SCHOOL,11968 N. 75TH STREET,LONGMONT,CO,80503,,
0470,4278,3037727240,INDIAN PEAKS ELEMENTARY SCHOOL,1335 SOUTH JUDSON,LONGMONT,CO,80501,,
0470,4333,3037723711,IMAGINE CHARTER,5753 TWILIGHT AVENUE,FIRESTONE,CO,80504,,
0470,5181,3037742700,RED HAWK ELEMENTARY,1500 TELLEEN AVE.,ERIE,CO,80516,,
0470,5246,3037724280,LOMA LINDA ELEMENTARY SCHOOL,333 E. MOUNTAIN VIEW,LONGMONT,CO,80501,,
0470,5282,3037766014,LONGMONT HIGH SCHOOL,1040 SUNSET STREET,LONGMONT,CO,80501,,
0470,5284,7206528101,LONGMONT ESTATES ELEMENTARY SCHOOL,1601 NORTHWESTERN ROAD,LONGMONT,CO,80503,,
0470,5286,3037763963,SUNSET MIDDLE SCHOOL,1300 S. SUNSET,LONGMONT,CO,80501,,
0470,5288,3037765611,LONGS PEAK MIDDLE SCHOOL,1500 14TH AVENUE,LONGMONT,CO,80501,,
0470,5364,3038236915,LYONS ELEMENTARY SCHOOL,338 HIGH STREET,LYONS,CO,80540,,
0470,5368,3038236631,LYONS MIDDLE/SENIOR HIGH SCHOOL,100 SOUTH 2ND AVENUE,LYONS,CO,80540,,
0470,5722,7204943940,MEAD HIGH SCHOOL,12750 COUNTY ROAD #7,LONGMONT,CO,80504,,
0470,5726,9705354488,MEAD ELEMENTARY SCHOOL,520 WELKER AVE.,MEAD,CO,80542,,
0470,5730,9705354446,MEAD MIDDLE SCHOOL,620 WELKER AVE.,MEAD,CO,80542,,
0470,6156,7206528261,MOUNTAIN VIEW ELEMENTARY SCHOOL,1415  14TH STREET,LONGMONT,CO,80501,,
0470,6274,3036522828,NIWOT ELEMENTARY SCHOOL,8778 MORTON ROAD,NIWOT,CO,80503,,
0470,6276,3036522550,NIWOT HIGH SCHOOL,8989 E. NIWOT ROAD,NIWOT,CO,80503,,
0470,6344,3037727900,HERITAGE MIDDLE SCHOOL,233 E. MOUNTAIN VIEW,LONGMONT,CO,80501,,
0470,6404,3037723040,NORTHRIDGE ELEMENTARY SCHOOL,1200  19TH AVENUE,LONGMONT,CO,80501,,
0470,6498,7204943961,OLDE COLUMBINE HIGH SCHOOL,1200 SOUTH SUNSET,LONGMONT,CO,80501,,
0470,6499,3036785662,ADULT EDUCATION/LINCOLN CENTER,820 MAIN ST.,LONGMONT,CO,80501,,
0470,7157,7204943641,PRAIRIE RIDGE ELEMENTARY SCHOOL,6632 ST VRAIN RANCH BOULEVARD,FIRESTONE,CO,80504,,
0470,7464,3037726750,ROCKY MOUNTAIN ELEMENTARY SCHOOL,800 EAST 5TH,LONGMONT,CO,80501,,
0470,7565,3036824339,ST. VRAIN COMMUNITY MONTOSSORI SCHOOL,1067 SOUTH HOVER ST PMB E235,LONGMONT,CO,80501,,
0470,7584,3037723838,SANBORN ELEMENTARY SCHOOL,2235 VIVIAN STREET,LONGMONT,CO,80501,,
0470,7789,7204943721,SILVER CREEK HIGH SCHOOL,4901 NELSON ROAD,LONGMONT,CO,80503,,
0470,7839,3035918627,ST. VRAIN GLOBAL ONLINE ACADEMY,1200 SOUTH SUNSET STREET,LONGMONT,CO,80501,,
0470,7954,7204943741,SKYLINE HIGH SCHOOL,600 EAST MOUNTAIN VIEW,LONGMONT,CO,80501,,
0470,8140,7204943761,SPANGLER ELEMENTARY SCHOOL,1440 COLLYER STREET,LONGMONT,CO,80501,,
0470,8903,7204943820,TRAIL RIDGE MIDDLE SCHOOL,1000 BUTTON ROCK DRIVE,LONGMONT,CO,80501,,
0470,8927,3037727286,TWIN PEAKS CHARTER ACADEMY,340 SOUTH SUNSET STREET,LONGMONT,CO,80501,,
0470,9430,3037723134,WESTVIEW MIDDLE SCHOOL,1651 AIRPORT ROAD,LONGMONT,CO,80503,,
0480,0125,7205615220,ARAPAHOE RIDGE HIGH SCHOOL,6600 ARAPAHOE AVENUE,BOULDER,CO,80303,,
0480,0441,7205618000,ASPEN CREEK K-8 SCHOOL,5500 ASPEN CREEK DRIVE,BROOMFIELD,CO,80020,,
0480,0652,7205613500,BEAR CREEK ELEMENTARY SCHOOL,2500 TABLE MESA DRIVE,BOULDER,CO,80305,,
0480,0872,7205618800,BIRCH ELEMENTARY SCHOOL,1035 BIRCH,BROOMFIELD,CO,80020,,
0480,0919,7205616500,BOULDER COMMUNITY SCHOOL/INTEGRATED STUDIES,3995 EAST AURORA AVENUE,BOULDER,CO,80303,,
0480,0924,7205612200,BOULDER HIGH SCHOOL,1604 ARAPAHOE AVENUE,BOULDER,CO,80302,,
0480,0930,7205616253,BOULDER UNIVERSAL,6500 EAST ARAPAHOE ROAD,BOULDER,CO,80303,,
0480,0934,3035456186,BOULDER PREP CHARTER HIGH SCHOOL,5075 CHAPARRAL COURT #1,BOULDER,CO,80301,,
0480,1066,7205618400,BROOMFIELD HEIGHTS MIDDLE SCHOOL,1555 DAPHNE STREET,BROOMFIELD,CO,80020,,
0480,1070,7205618100,BROOMFIELD HIGH SCHOOL,1 EAGLE WAY,BROOMFIELD,CO,80020,,
0480,1136,7205616300,MANHATTAN MIDDLE SCHOOL OF THE ARTS AND ACADEMICS,290 MANHATTAN DRIVE,BOULDER,CO,80303,,
0480,1352,7205612700,CASEY MIDDLE SCHOOL,1301 HIGH STREET,BOULDER,CO,80304,,
0480,1380,7205617500,CENTAURUS HIGH SCHOOL,10300 SOUTH BOULDER ROAD,LAFAYETTE,CO,80026,,
0480,1390,7205615441,CENTENNIAL MIDDLE SCHOOL,2205 NORWOOD AVENUE,BOULDER,CO,80304,,
0480,1725,7205614500,COAL CREEK ELEMENTARY SCHOOL,801 WEST TAMARISK STREET,LOUISVILLE,CO,80027,,
0480,1842,7205612500,COLUMBINE ELEMENTARY SCHOOL,3130 REPPLIER DRIVE,BOULDER,CO,80304,,
0480,1883,7205613700,COMMUNITY MONTESSORI SCHOOL,805 GILLASPIE DR,BOULDER,CO,80305,,
0480,1996,7205615461,CREST VIEW ELEMENTARY SCHOOL,1897 SUMAC AVENUE,BOULDER,CO,80304,,
0480,2240,7205615541,DOUGLASS ELEMENTARY SCHOOL,840  75TH STREET,BOULDER,CO,80303,,
0480,2552,7205616700,EISENHOWER ELEMENTARY SCHOOL,1220 EISENHOWER DRIVE,BOULDER,CO,80303,,
0480,2589,7205614400,ELDORADO K-8 SCHOOL,3351 SOUTH INDIANA STREET,SUPERIOR,CO,80027,,
0480,2702,7205618500,EMERALD ELEMENTARY SCHOOL,755 W. ELMHURST PLACE,BROOMFIELD,CO,80020,,
0480,2892,7205613100,FAIRVIEW HIGH SCHOOL,1515 GREENBRIAR BOULEVARD,BOULDER,CO,80305,,
0480,2940,7205617900,FIRESIDE ELEMENTARY SCHOOL,845 WEST DAHLIA,LOUISVILLE,CO,80027,,
0480,2970,7205614600,FLATIRONS ELEMENTARY SCHOOL,1150 7TH STREET,BOULDER,CO,80302,,
0480,3022,7205612600,FOOTHILL ELEMENTARY SCHOOL,1001 HAWTHORNE AVENUE,BOULDER,CO,80304,,
0480,3488,7205615940,GOLD HILL ELEMENTARY SCHOOL,890 MAIN STREET,GOLD HILL,CO,80302,,
0480,3499,7205614700,HALCYON SCHOOL (SPECIAL EDUCATION),3100 BUCKNELL COURT,BOULDER,CO,80303,,
0480,3882,7205615586,HEATHERWOOD ELEMENTARY SCHOOL,7750 CONCORD DRIVE,BOULDER,CO,80301,,
0480,3940,7205616500,HIGH PEAKS ELEMENTARY SCHOOL,3995 EAST AURORA AVENUE,BOULDER,CO,80303,,
0480,4386,7205616020,JAMESTOWN ELEMENTARY SCHOOL,111 MESA STREET,JAMESTOWN,CO,80455,,
0480,4496,7209351337,JUSTICE HIGH CHARTER SCHOOL,805 EXCALIBUR,LAFAYETTE,CO,80026,,
0480,4792,7205618600,KOHL ELEMENTARY SCHOOL,1000 WEST 10TH AVENUE,BROOMFIELD,CO,80020,,
0480,4874,7205618900,LAFAYETTE ELEMENTARY SCHOOL,101 NORTH BERMONT AVENUE,LAFAYETTE,CO,80026,,
0480,4878,7205617100,ANGEVINE MIDDLE SCHOOL,1150 W  SOUTH BOULDER ROAD,LAFAYETTE,CO,80026,,
0480,5302,7205617200,LOUISVILLE ELEMENTARY SCHOOL,400 HUTCHINSON STREET,LOUISVILLE,CO,80027,,
0480,5306,7205617400,LOUISVILLE MIDDLE SCHOOL,1341 MAIN STREET,LOUISVILLE,CO,80027,,
0480,5606,7205613800,CREEKSIDE ELEMENTARY SCHOOL AT MARTIN PARK,3740 MARTIN DRIVE,BOULDER,CO,80305,,
0480,5838,7205613000,MESA ELEMENTARY SCHOOL,1575 LEHIGH STREET,BOULDER,CO,80305,,
0480,5999,7205614200,MONARCH HIGH SCHOOL,329 CAMPUS DRIVE,LOUISVILLE,CO,80027,,
0480,6000,7205614000,MONARCH K-8 SCHOOL,263 CAMPUS DRIVE,LOUISVILLE,CO,80027,,
0480,6195,7205618700,NEW VISTA HIGH SCHOOL,700 20TH STREET,BOULDER,CO,80302,,
0480,6208,7205614800,NEDERLAND ELEMENTARY SCHOOL,#1 SUNDOWN TRAIL,NEDERLAND,CO,80466,,
0480,6212,7205614900,NEDERLAND MIDDLE-SENIOR HIGH SCHOOL,597 ELDORA ROAD,NEDERLAND,CO,80466,,
0480,6224,7205615536,NEVIN PLATT MIDDLE SCHOOL,6096 BASELINE ROAD,BOULDER,CO,80303,,
0480,6642,7205615580,HORIZONS K-8 SCHOOL,4545 SIOUX DRIVE,BOULDER,CO,80303,,
0480,6816,3034534600,PEAK TO PEAK CHARTER SCHOOL,800 MERLIN DRIVE,LAFAYETTE,CO,80026,,
0480,6962,7205617800,PIONEER BILINGUAL ELEMENTARY SCHOOL,101 E. BASELINE ROAD,LAFAYETTE,CO,80026,,
0480,7528,7205617000,RYAN ELEMENTARY SCHOOL,1405 CENTAUR VILLAGE DRIVE,LAFAYETTE,CO,80026,,
0480,7592,7205617300,SANCHEZ ELEMENTARY SCHOOL,655 SIR GALAHAD DRIVE,LAFAYETTE,CO,80026,,
0480,8135,7205613400,SOUTHERN HILLS MIDDLE SCHOOL,1500 KNOX DRIVE,BOULDER,CO,80305,,
0480,8387,7205613900,SUMMIT MIDDLE CHARTER SCHOOL,4655 HANOVER AVENUE,BOULDER,CO,80305,,
0480,8418,7205614100,SUPERIOR ELEMENTARY SCHOOL,1800 SOUTH INDIANA ST.,SUPERIOR,CO,80027,,
0480,8978,7205615416,UNIVERSITY HILL ELEMENTARY SCHOOL,956  16TH STREET,BOULDER,CO,80302,,
0480,9544,7205615431,WHITTIER ELEMENTARY SCHOOL,2008 PINE STREET,BOULDER,CO,80302,,
0490,1130,7193957100,BUENA VISTA HIGH SCHOOL,RAILROAD & MARQUETTE,BUENA VISTA,CO,81211,,
0490,1132,7193957060,HARRY L MC GINNIS MIDDLE SCHOOL,SOUTH RAILROAD & MARQUETTE,BUENA VISTA,CO,81211,,
0490,1154,7193954064,BUENA VISTA ONLINE ACADEMY,613 EAST MAIN STREET,BUENA VISTA,CO,81211,,
0490,1508,7193954064,CHAFFEE COUNTY HIGH SCHOOL,613 EAST MAIN STREET,BUENA VISTA,CO,81211,,
0490,4306,7193957020,AVERY/PARSONS ELEMENTARY SCHOOL,516 EAST MAIN STREET,BUENA VISTA,CO,81211,,
0500,1554,,CREST ACADEMY,220 12TH STREET,SALIDA,CO,81201,,
0500,4085,7195305252,HORIZONS EXPLORATORY ACADEMY,9TH AND D STREETS,SALIDA,CO,81201,,
0500,4680,7195305300,SALIDA MIDDLE SCHOOL,520 MILFORD STREET,SALIDA,CO,81201,,
0500,5268,7195305260,LONGFELLOW ELEMENTARY SCHOOL,350 WEST 8TH STREET,SALIDA,CO,81201,,
0500,7568,7195305400,SALIDA HIGH SCHOOL,905 D STREET,SALIDA,CO,81201,,
0500,7643,7195305237,SALIDA EARLY CHILDHOOD CENTER,516 TELLER AVE,SALIDA,CO,81201,,
0510,4738,7199623219,KIT CARSON ELEMENTARY SCHOOL,102  W. 5TH AVENUE,KIT CARSON,CO,80825,,
0510,4742,7199623219,KIT CARSON JUNIOR-SENIOR HIGH SCHOOL,102 5TH AVENUE,KIT CARSON,CO,80825,,
0520,1608,7197675656,CHEYENNE WELLS ELEMENTARY SCHOOL,395 NORTH 5TH WEST,CHEYENNE WELLS,CO,80810,,
0520,1610,7197675656,CHEYENNE WELLS MIDDLE SCHOOL,395 NORTH 5TH WEST,CHEYENNE WELLS,CO,80810,,
0520,1612,7197675612,CHEYENNE WELLS HIGH SCHOOL,325 WEST 4TH NORTH,CHEYENNE WELLS,CO,80810,,
0540,1660,3036794600,CLEAR CREEK MIDDLE SCHOOL,185 BEAVER BROOK CANYON ROAD,EVERGREEN,CO,80439,,
0540,3385,3035693277,GEORGETOWN COMMUNITY SCHOOL,504 14TH STREET,GEORGETOWN,CO,80444,,
0540,4212,3035674431,CARLSON ELEMENTARY SCHOOL,1300 MINER STREET,IDAHO SPRINGS,CO,80452,,
0540,4216,3036794600,CLEAR CREEK HIGH SCHOOL,185 BEAVER BROOK CANYON DR.,EVERGREEN,CO,80439,,
